id,name,images,sub-subcategory,final order,repetition type,geometry,represents,modifier (from name),limited to craft,notes,fundamentality,super-supercategory,supercategory,subcategory,original manual order,alternate name,alternate name 2,alternate name 3,alternate name 4
137,hemp leaf / 麻ノ葉 / あさのは / asa no ha,"137.png (https://dl.airtable.com/PlHkUN7cSamo2hoyJNwA_137.png),137b.png (https://dl.airtable.com/X8QTuxkTMmutBV9I28VU_137b.png)",001 - asa,1,6-agonal grid,basic element - 3 - triangle,"hemp,plant",,,,basic building block,01 - pattern,01 - 3or6gon,01 - asa,276,,,,
336,broken hemp leaf / 崩れ麻ノ葉 / くずれあさのは / kuzure asa no ha,336.png (https://dl.airtable.com/ul7EVPdOTNeeUtePNikj_336.png),002 - asa kawari,2,6-agonal grid,element - star - asterisk,"hemp,plant",broken,,,variant,01 - pattern,01 - 3or6gon,01 - asa,351,,,,
59,twisted hemp leaf / 捻れ麻ノ葉 / ねじれあさのは / nejire asa no ha,"59b.png (https://dl.airtable.com/BZkn17u8SkaTSZjIA1nJ_59b.png),59.png (https://dl.airtable.com/fJumTrsQbymFBapTWEIm_59.png)",002 - asa kawari,3,3-agonal grid,element - swastika / pinwheel / spiral,"hemp,plant",,,,variant,01 - pattern,01 - 3or6gon,01 - asa,350,,,,
142,staggered ring hemp leaf / 輪違い麻ノ葉 / わちがいあさのは / wa chigai asa no ha,142.png (https://dl.airtable.com/gwtRE6SsQXG49S91Bug6_142.png),002 - asa kawari,4,6-agonal grid,"hexagonal ring-like,element - 2 - lens","hemp,ring,plant",staggered,,"The ""loops"" part literally means rabbit, but is used to refer to knots shaped like their ears.",variant,01 - pattern,01 - 3or6gon,01 - asa,279,hemp leaf loops / 麻ノ葉兎 / あさのはうさぎ / asa no ha usagi,,,
51,pine bark hemp leaf / 松川麻ノ葉 / まつかわあさのは / matsukawa asa no ha,51.png (https://dl.airtable.com/PP15lQyTVC4RdmW76xIB_51.png),002 - asa kawari,5,6-agonal grid,zig-zag,"hemp,pine,plant",,,,variant,01 - pattern,01 - 3or6gon,01 - asa,336,,,,
138,cherry blossom tortoise shell / 桜亀甲 / さくらきっこう / sakura kikkō ,138.png (https://dl.airtable.com/xjT9nMG7Rumr2Y794CSh_138.png),002 - asa kawari,6,6-agonal grid,,"flower,tortoise shell,animal epidermis,plant,cherry blossom",,,,one-off / other,01 - pattern,01 - 3or6gon,01 - asa,280,cherry blossom / 桜 / さくら / sakura,,,
154,bellflower hemp leaf / 桔梗麻ノ葉 / ききょうあさのは / kikyō asa no ha,154.png (https://dl.airtable.com/Ty4yOzRzTVO9YGZ2EclV_154.png),002 - asa kawari,7,6-agonal grid,,"hemp,flower,plant",,,,complex compound,01 - pattern,01 - 3or6gon,01 - asa,349,,,,
152,jumping hemp leaf / 飛び麻ノ葉 / とびあさのは / tobi asa no ha,152.png (https://dl.airtable.com/uZyPANP1QtuyA0LFm6GU_152.png),003 - asa kuzushi,8,6-agonal grid,basic element - 3 - triangle,"hemp,tortoise shell,flower,animal epidermis,plant",layered,,,variant,01 - pattern,01 - 3or6gon,01 - asa,347,layered underside flower tortoise shell / 八重裏花亀甲 / やえうらはなきっこう / yae ura hana kikkō,,,
271,morning glory / 朝顔 / あさがお / asagao,271.png (https://dl.airtable.com/zV8NqkZTQtevauFGlUJT_271.png),003 - asa kuzushi,9,6-agonal grid,"zig-zag,aspect - non-45 degree angles,element - star - general,basic element - 6 - hexagon,layered zig-zag","flower,plant",,刺し子,,one-off / other,01 - pattern,01 - 3or6gon,01 - asa,337,,,,
170,tortoise shell / 亀甲 / きっこう / kikkō,170.png (https://dl.airtable.com/SGb1VkNnQviLhBT0MdD5_170.png),004 - kikko,10,6-agonal grid,"zig-zag,zig-zag with spokes","tortoise shell,animal epidermis",,,,basic building block,01 - pattern,01 - 3or6gon,02 - kikko,282,,,,
234,straw sack tortoise shell / 俵亀甲 / たわらきっこう / tawara kikkō,234.png (https://dl.airtable.com/WOov8scbRc6GCrOClHmb_234.png),005 - kikko kawari,11,6-agonal grid,,"tortoise shell,straw sack,animal epidermis,container",,,,variant,01 - pattern,01 - 3or6gon,02 - kikko,291,,,,
233,hail tortoise shell / 霰亀甲 / あられきっこう / arare kikkō,233.png (https://dl.airtable.com/E5uiGmQFTqKQro3PYnKv_233.png),005 - kikko kawari,12,6-agonal grid,basic element - 4 - trapezoid,"water,tortoise shell,animal epidermis,ice / snow",layered,,,variant,01 - pattern,01 - 3or6gon,02 - kikko,290,triple tortoise shell / 三重亀甲 / みえきっこう / mie kikkō,,,
19,bamboo grass gentian stitch / 笹竜胆刺し子 / ささりんどうさしこ / sasa rindо̄ sashiko,19.png (https://dl.airtable.com/H44cVdkQ6rs4Dqzm1C2A_19.png),005 - kikko kawari,13,6-agonal grid,"basic element - 3 - triangle,aspect - waves & circumscriptions,element - 3 - Reuleaux triangle","flower,gentian,grass,bamboo,plant",,刺し子,,one-off / other,01 - pattern,01 - 3or6gon,02 - kikko,278,,,,
213,star & three rhombus / 星と三つ菱 / ほしとみつびし / hoshi to mitsu bishi,213.png (https://dl.airtable.com/BOOWVImvS6a1WrOovRML_213.png),005 - kikko kawari,14,6-agonal grid,"element - star - general,basic element - 4 - rhombus",,,刺し子,,one-off / other,01 - pattern,01 - 3or6gon,02 - kikko,354,,,,
157,hexagonal staggered rings / 六方輪違い / ろっぽうわちがい / roppō wa chigai,157.png (https://dl.airtable.com/TCuICoPhSuW5g798nze8_157.png),005 - kikko kawari,15,6-agonal grid,"basic element - 1 - ring / circle / dot,polyelement - linked rings,hexagonal ring-like,element - 2 - lens",ring,staggered,,,complex compound,01 - pattern,01 - 3or6gon,02 - kikko,355,,,,
100,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,"100.png (https://dl.airtable.com/Ocg215cES6CQFtrF804g_100.png),100c.png (https://dl.airtable.com/XpynpQjyS5KsPccRNC33_100c.png),100b.png (https://dl.airtable.com/3GYXORJnSlOC8pUdotHZ_100b.png)",006 - bishamon,16,6-agonal grid,"element - star - asterisk,element - swastika / pinwheel / spiral,element - bishamon","tortoise shell,Vaiśravaṇa,animal epidermis",,,,basic building block,01 - pattern,01 - 3or6gon,03 - bishamon,283,Vaiśravaṇa tortoise shell / 毘沙門亀甲 / びしゃもんきっこう / bishamon kikkō,,,
173,braided tortoise shell / 組亀甲 / くみきっこう / kumi kikkō,"173.png (https://dl.airtable.com/02VrLkzvSKKnG12j2RGQ_173.png),173b.png (https://dl.airtable.com/UGwlNSjnTcSqt6OUkpk1_173b.png)",007 - bishamon kawari,17,6-agonal grid,"element - star - asterisk,basic element - 3 - triangle,aspect - over - under,element - chevron,element - swastika / pinwheel / spiral,element - bishamon","tortoise shell,animal epidermis",braided,,,variant,01 - pattern,01 - 3or6gon,03 - bishamon,285,,,,
49,Vaiśravaṇa sword / 毘沙門剣 / びしゃもんけん / bishamon ken,"49.png (https://dl.airtable.com/meu78cEgTsaiPCJzvtky_49.png),49b.png (https://dl.airtable.com/O48PRePRoOhC2VPf8N6w_49b.png)",007 - bishamon kawari,18,6-agonal grid,"element - star - asterisk,basic element - 3 - triangle,basic element - 4 - trapezoid,aspect - over - under,element - swastika / pinwheel / spiral,element - bishamon","tortoise shell,sword,Vaiśravaṇa,animal epidermis",,,,variant,01 - pattern,01 - 3or6gon,03 - bishamon,284,Vaiśravaṇa sword tortoise shell / 毘沙門剣亀甲 / びしゃもんけんきっこう / bishamon ken kikkō,,,
172,rounded Vaiśravaṇa / 丸毘沙門 / まるびしゃもん / maru bishamon,172.png (https://dl.airtable.com/RNhaDa49StGuOybOk36B_172.png),007 - bishamon kawari,19,6-agonal grid,"element - 3 - Reuleaux triangle,basic element - 1 - ring / circle / dot,aspect - over - under,aspect - all curvy-edged,element - swastika / pinwheel / spiral,element - star - asterisk,element - bishamon",Vaiśravaṇa,,,,variant,01 - pattern,01 - 3or6gon,03 - bishamon,286,,,,
140,dragon claw tortoise shell / 竜爪亀甲 / りゅうそきっこう / ryū so kikkō,140.png (https://dl.airtable.com/PFC2SsvQzOkp4Mt70dhY_140.png),007 - bishamon kawari,20,6-agonal grid,element - 3 - Reuleaux triangle,"tortoise shell,dragon,animal epidermis",,,,one-off / other,01 - pattern,01 - 3or6gon,03 - bishamon,281,,,,
351,four broken rings / 四つ輪崩し / よつわくずし / yotsu wa kuzushi,351.png (https://dl.airtable.com/BFIeUUnuTQOwNB76kizT_351.png),007 - bishamon kawari,21,6-agonal grid,"basic element - 1 - ring / circle / dot,polyelement - ring of rings,aspect - overlapping circles,aspect - over - under,element - bishamon",ring,broken,,,one-off / other,01 - pattern,01 - 3or6gon,03 - bishamon,287,,,,
272,hexagonal blocks / 六角積木 / ろっかくつみき / rokkaku tsumiki,272.png (https://dl.airtable.com/wb2PfqtFQLOfT0xOaR0B_272.png),007 - bishamon kawari,22,6-agonal grid,"element - chevron,basic element - 3 - triangle",block,,,,complex compound,01 - pattern,01 - 3or6gon,03 - bishamon,352,,,,
97,woven bamboo / 籠目 / かごめ / kagome / basket eye,97.png (https://dl.airtable.com/wWBp8i3BSVGKsirS84Wz_97.png),008 - kagome,23,6-agonal grid,basic element - 3 - triangle,"bamboo,net / mesh",,,,basic building block,01 - pattern,01 - 3or6gon,04 - kagome,332,hexagonal mesh / 六つ目編み / むつめあみ / mutsu me ami,,,
18,gentian / 竜胆 / りんどう / rindо̄,18.png (https://dl.airtable.com/y2yyFJv2QBicYo2PhL16_18.png),009 - kagome kawari,24,6-agonal grid,element - 3 - Reuleaux triangle,"flower,gentian,plant",,,,one-off / other,01 - pattern,01 - 3or6gon,04 - kagome,277,layered gentian / 重ね竜胆 / かさねりんどう / kasane rindō,,,
125,layered axe handle / 斧柄重ね / おのえがさね / onoe gasane,125.png (https://dl.airtable.com/vTrJcCleRNO9JWyoqYr9_125.png),009 - kagome kawari,25,6-agonal grid,"aspect - waves & circumscriptions,aspect - wide - thin,curved line,wavy line",,layered,,I would have said this was an 網目重ね. And I'm not sure if the 柄 means pattern or actually the handle of an axe in this case.,one-off / other,01 - pattern,01 - 3or6gon,04 - kagome,353,,,,
215,knotted tortoise shell / 結び亀甲 / むすびきっこう / musubi kikkō,215.png (https://dl.airtable.com/DnhuRPNjQGXuoPctMZH5_215.png),010 - kagome kuzushi,26,6-agonal grid,basic element - 3 - triangle,"tortoise shell,animal epidermis",knotted,,,one-off / other,01 - pattern,01 - 3or6gon,04 - kagome,288,,,,
216,layered knotted tortoise shell / 結び重ね亀甲 / むすびがさねきっこう / musubi gasane kikkō,216.png (https://dl.airtable.com/2FluxzNkS1eiN1bHrfTj_216.png),010 - kagome kuzushi,27,6-agonal grid,"basic element - 3 - triangle,basic element - 4 - trapezoid","tortoise shell,animal epidermis","knotted,layered",,,one-off / other,01 - pattern,01 - 3or6gon,04 - kagome,289,,,,
167,scales / 鱗 / うろこ / uroko,167.png (https://dl.airtable.com/WU7nakUTYSd2D4cqHBob_167.png),011 - uroko,28,3-agonal grid,basic element - 3 - triangle,"scale,animal epidermis",,,,basic building block,01 - pattern,01 - 3or6gon,05 - uroko,370,,,,
168,scales of authoritative courtesan / 鱗権太夫 / うろこごんだゆう / uroko gondayū,168.png (https://dl.airtable.com/hsOq36oDR4Cn2bbeBUZN_168.png),012 - uroko kawari,29,3-agonal grid,basic element - 3 - triangle,"scale,animal epidermis",,,,variant,01 - pattern,01 - 3or6gon,05 - uroko,372,pregant scales / 子持ち鱗 / こもちうろこ / komochi uroko,,,
432,linked plovers / 千鳥繋ぎ / ちどりつなぎ / chidori tsunagi,432.png (https://dl.airtable.com/ff6aor79RbWpWKSISbgJ_432.png),013 - chidori,30,3-agonal grid,"aspect - waves & circumscriptions,aspect - all curvy-edged,curved line,wavy line,element - swastika / pinwheel / spiral",bird,linked,刺し子,,variant,01 - pattern,01 - 3or6gon,05 - uroko,434,,,,
174,six-handed swastika / 六つ手ノ万字 / むつでのまんじ / mutsu de no manji,"174.png (https://dl.airtable.com/bUscL6IaQSySmStHYRnm_174.png),174b.png (https://dl.airtable.com/dODMAfATv2LqbnnXaSAB_174b.png)",013 - chidori,31,3-agonal grid,"element - swastika / pinwheel / spiral,zig-zag,layered zig-zag","hand,hemp,plant",broken,,,basic building block,01 - pattern,01 - 3or6gon,05 - uroko,294,broken hemp leaf / 麻ノ葉崩し / あさのはくずし / asa no ha kuzushi,,,
40,scales variation / 変形鱗 / へんけいうろこ / henkei uroko,40.png (https://dl.airtable.com/k2E447H2T6uvflPLXVim_40.png),014 - masu,32,6-agonal grid,"basic element - 3 - triangle,basic element - 4 - rhombus,element - chevron,hexagon broken into three rhombii","scale,animal epidermis",,,,variant,01 - pattern,01 - 3or6gon,06 - masu,371,,,,
217,boxes / 箱 / はこ / hako,217.png (https://dl.airtable.com/zcnkpHlmQRzAGo1pNBgz_217.png),014 - masu,33,6-agonal grid,"zig-zag,basic element - 4 - square,basic element - 4 - parallelogram,hexagon broken into three rhombii,zig-zag with spokes,layered zig-zag","box,container",,刺し子,,one-off / other,01 - pattern,01 - 3or6gon,06 - masu,345,,,,
145,arrow feathers / 矢羽根 / やばね / yabane,"145.png (https://dl.airtable.com/ZMm5bLKoS4CRyIXw6CCQ_145.png),145b.png (https://dl.airtable.com/4mJRNrT6uri1hTz3QcQm_145b.png),145c.png (https://dl.airtable.com/xruYEEsxSEizSZZaNiWh_145c.png),145d.png (https://dl.airtable.com/or27M88TNUhQJ2WQyPhw_145d.png),145e.png (https://dl.airtable.com/cNYFgfzORjmiZriS6b5D_145e.png)",015 - yabane,34,stripe,"basic element - 6 - hexagon,zig-zag,element - chevron,zig-zag with spokes","arrow,bird,animal epidermis",,,,basic building block,01 - pattern,02 - 1gon,07 - yabane,340,"arrow ""kasuri"" / 矢絣 / やがすり / ya gasuri / arrow splash",arrow feather stripes / 矢羽根縞 / やばねしま / yabane shima,arrowhead / 鏃 / やじり / yajiri,
169,opposing tortoise shell / 向い亀甲 / むかいきっこう / mukai kikkō,"169.png (https://dl.airtable.com/9XOdUShsRMKg6gDBvyX0_169.png),169b.png (https://dl.airtable.com/eaeR3Q95QeGfbUncdv4z_169b.png)",016 - yabane kawari,35,stripe,"zig-zag,zig-zag with spokes","tortoise shell,animal epidermis",,,,one-off / other,01 - pattern,02 - 1gon,07 - yabane,292,spelling tortoise shell / 綴り亀甲 / つづりきっこう / tuzuri kikkō,,,
276,string of one thousand origami crows / 千羽烏 / せんばがらす / semba garasu,276.png (https://dl.airtable.com/fXZlMFS9aXmBKwOECmkA_276.png),016 - yabane kawari,36,stripe,"zig-zag,zig-zag with spokes",bird,,刺し子,,variant,01 - pattern,02 - 1gon,07 - yabane,342,,,,
208,hawk feathers / 鷹ノ羽 / たかのはね / taka no hane,208.png (https://dl.airtable.com/IdK3Rn2FSCeIPezLvuAd_208.png),016 - yabane kawari,37,stripe,"zig-zag,zig-zag with spokes","bird,animal epidermis",,刺し子,,variant,01 - pattern,02 - 1gon,07 - yabane,341,,,,
211,linked steps / 段繋ぎ / だんつなぎ / dan tsunagi,211.png (https://dl.airtable.com/ONwpJxVUQuiXXUoxSCzV_211.png),017 - yamamichi,38,stripe,zig-zag,steps,linked,刺し子,,basic building block,01 - pattern,02 - 1gon,07 - yabane,343,,,,
150,mountain path / 山道 / やまみち / yamamichi,"150b.png (https://dl.airtable.com/wkDMnJCNQjGBDxRm8ds6_150b.png),150.png (https://dl.airtable.com/24rOtwVcTajyufZzwOnA_150.png)",018 - yamamichi kuzushi,39,stripe,zig-zag,mountain,,,"The Japanese word for zig-zag is comprised of kanji meaning ""wild goose"" and ""tree"".",one-off / other,01 - pattern,02 - 1gon,07 - yabane,344,mountain path / 山路 / やまじ / yama ji ,zig-zag / 雁木 / がんぎ / gangi,,
151,flat mountain path / 平山道 / ひらやまみち / hira yamamichi,151.png (https://dl.airtable.com/lptHmLDNQdq59gQ84kpP_151.png),018 - yamamichi kuzushi,40,stripe,zig-zag,mountain,flat,,,one-off / other,01 - pattern,02 - 1gon,07 - yabane,339,,,,
171,opposing tortoise shell with inserted flower / 花入り向い亀甲 / はなはいりむかいきっこう / hana hairi mukai kikkō,171.png (https://dl.airtable.com/Iba1HZPTJKuDjOLhgqA0_171.png),018 - yamamichi kuzushi,41,stripe,"zig-zag,zig-zag with spokes","tortoise shell,flower,animal epidermis,plant",,,,variant,01 - pattern,02 - 1gon,07 - yabane,293,,,,
104,horsetail stripes / 木賊縞 / とくさじま / tokusa jima,"104.png (https://dl.airtable.com/yATAAJDQtqSec7OSXR8g_104.png),104b.png (https://dl.airtable.com/cy8WaVn3QWqQiiB4i1P9_104b.png),104c.png (https://dl.airtable.com/7eqNeXSTk6w9sxnNpcMj_104c.png)",019 - shima shifted across stripes,42,stripe,,,,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,380,,,,
96,bamboo stripes / 竹縞 / たけじま / take jima,96.png (https://dl.airtable.com/c96wjlm1QamHivCMeWFr_96.png),019 - shima shifted across stripes,43,stripe,non-straight line,bamboo,,,,one-off / other,01 - pattern,02 - 1gon,08 - shima tsunagi,379,,,,
193,"well ”kasuri"" / 井絣 / いがすり / i gasuri",193.png (https://dl.airtable.com/yoMDUe2tTaCxiRYxWsBS_193.png),019 - shima shifted across stripes,44,stripe,element - hash / lattice,well,,絣,,one-off / other,01 - pattern,02 - 1gon,08 - shima tsunagi,309,,,,
75,Uji river / 宇治川 / うじがわ / uji gawa,75.png (https://dl.airtable.com/fmVbJjTNQDiZxKBZIqbV_75.png),019 - shima shifted across stripes,45,stripe,"basic element - 1 - ring / circle / dot,cluster of four,basic element - 2 - bar / dash",water,,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,431,,,,
32,necklace / 瓔珞 / ようらく / yōraku,32.png (https://dl.airtable.com/a9LZegJ6SDqhhZ1ekbyz_32.png),019 - shima shifted across stripes,46,stripe,"basic element - 1 - ring / circle / dot,aspect - all curvy-edged,curl","treasure / money,ring",,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,369,ring treasure / 輪宝 / りんぽう / rimpо̄,,,
123,Kanze water / 観世水 / かんぜみず / kanze mizu,123.png (https://dl.airtable.com/OZuR4ig3T42HTkTRxKy8_123.png),019 - shima shifted across stripes,47,stripe,aspect - concentricity,"water,kabuki",,,,one-off / other,01 - pattern,02 - 1gon,08 - shima tsunagi,258,,,,
433,linked measuring box / 枡繋ぎ  / ますつなぎ / masu tsunagi,433.png (https://dl.airtable.com/6sS1QUUeSLeFfW5qrUdg_433.png),020 - shima alternating stripes and stuff,48,stripe,"basic element - 4 - square,aspect - concentricity","box,container",linked,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,435,,,,
301,abacus stripe / 算盤縞 / そろばんじま / sorobon jima,"301c.png (https://dl.airtable.com/Rh3JKAqSxqGNUv8rjVU2_301c.png),301.png (https://dl.airtable.com/dCMIiyUtRR2HpWpmLnta_301.png)",020 - shima alternating stripes and stuff,49,stripe,,abacus,,,,basic building block,01 - pattern,02 - 1gon,08 - shima tsunagi,378,abacus / 算盤 / そろばん / sorobon,abacus bead / 算盤玉 / そろばん / sorobon dama,,
165,linked pincers / 釘抜繋ぎ / くぎぬきつなぎ / kugineki tsunagi,165.png (https://dl.airtable.com/hQURzbwSqKzhVRqizFJG_165.png),020 - shima alternating stripes and stuff,50,stripe,"basic element - 4 - square,aspect - empty / outline,aspect - interjected lines / striation","pincer,die",linked,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,377,linked die dots / 賽ノ目繋ぎ / さいのめつなぎ / sai no me tsunagi,,,
164,Yoshiwara / 吉原 / よしわら / yoshiwara,"164e.png (https://dl.airtable.com/C8i3VT4zTMK5qtpp0ySM_164e.png),164d.png (https://dl.airtable.com/62jhClRIRIm2Uqu5bbve_164d.png),164c.png (https://dl.airtable.com/W1AgFE9ySUCgkpwDaPHO_164c.png),164b.png (https://dl.airtable.com/yPs2CuAUSE2eHOdVXeEG_164b.png),164.png (https://dl.airtable.com/Lkf3xt5yQTafIcjdWznM_164.png)",020 - shima alternating stripes and stuff,51,stripe,"aspect - over - under,aspect - empty / outline",pincer,,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,376,,,,
119,linked castle keeps / 曲輪繋ぎ / くるわつなぎ / kuru wa tsunagi,"119.png (https://dl.airtable.com/qQPIWEbCS7jlMorfUfR4_119.png),119b.png (https://dl.airtable.com/WN09MqEYSHGAaqF1t75u_119b.png)",020 - shima alternating stripes and stuff,52,stripe,"basic element - 1 - ring / circle / dot,polyelement - line through rings / dots,polyelement - linked rings,aspect - over - under,aspect - interjected lines / striation,aspect - overlapping circles",ring,"staggered,linked",,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,375,linked staggered rings / 輪違繋ぎ / わちがいつなぎ / wa chigai tsunagi,linked rings / 輪繋ぎ / わつなぎ / wa tsunagi,,
118,kettle handle stripe / 鐶縞 / かんじま / kan jima,118.png (https://dl.airtable.com/2n7zq65mT4KiLDDnMkDl_118.png),020 - shima alternating stripes and stuff,53,stripe,"aspect - all curvy-edged,aspect - interjected lines / striation,curl",kettle,linked,,,variant,01 - pattern,02 - 1gon,08 - shima tsunagi,374,linked kettle handles / 鐶繋ぎ / かんつなぎ / kan tsunagi,Shikan stripe / 芝翫縞 / しかんじま / shikan jima,,
117,linked kettle handles / 鐶繋ぎ / かんつなぎ / kan tsunagi,"117.png (https://dl.airtable.com/5ndydJ0RJq2JnN9PZnxw_117.png),117b.png (https://dl.airtable.com/kANkhYBQQGGbsxkVpPBO_117b.png)",020 - shima alternating stripes and stuff,54,stripe,"aspect - all curvy-edged,wavy line,curl",kettle,linked,,,basic building block,01 - pattern,02 - 1gon,08 - shima tsunagi,373,,,,
335,reins / 手綱 / たづな / tazuna ,335.png (https://dl.airtable.com/leWiKTSU6QrNSD8F4HZQ_335.png),021 - tazuna,55,stripe,straight line,horse,,,,basic building block,01 - pattern,02 - 1gon,09 - shima,392,,,,
76,confused side road / 乱調間道 / らんちょうかんどう / ranchō kandō,76.png (https://dl.airtable.com/AwLwKBQESVq58I1NvjZA_76.png),022 - rancho shima,56,stripe,non-straight line,,,,,variant,01 - pattern,02 - 1gon,09 - shima,381,stumbling stripes / 蹌踉縞 / よろけじま / yoroke jima,,,
305,pregnant stripes / 子持縞 / こもちじま / komochi jima,"305.png (https://dl.airtable.com/JoqajktQKBzSaROSEIw5_305.png),305b.png (https://dl.airtable.com/0UspHGRyqjSNZrO5AwbA_305b.png)",023 - perfectly straight shima - limited set of widths,57,stripe,"straight line,lines of different widths",,pregnant,,,complex compound,01 - pattern,02 - 1gon,09 - shima,393,,,,
306,pregnant on both sides stripes / 両子持縞 / りょうこもちじま / ryō komochi jima,306.png (https://dl.airtable.com/t7DUQVUpRTG7J8IIs9O7_306.png),023 - perfectly straight shima - limited set of widths,58,stripe,"straight line,lines of different widths",,pregnant,,,variant,01 - pattern,02 - 1gon,09 - shima,394,,,,
302,gold through stripes / 金通縞 / きんつうじま / kintsū jima,302.png (https://dl.airtable.com/ngGXFCaCRDW6sTvYTij8_302.png),023 - perfectly straight shima - limited set of widths,59,stripe,"straight line,polyelement - clusters of counts of stripes",treasure / money,through,,,complex compound,01 - pattern,02 - 1gon,09 - shima,395,,,,
303,three vertical stripes / 三筋立 / みすじだて / mi suji date / three vertical fibers,303.png (https://dl.airtable.com/K2AVtDVQRaZRQ16du2ew_303.png),023 - perfectly straight shima - limited set of widths,60,stripe,"straight line,polyelement - clusters of counts of stripes",,,,"Says ""fibers"" instead of standard ""stripe"".",complex compound,01 - pattern,02 - 1gon,09 - shima,396,three vertical stripes / 三筋竪 / みすじだて / mi suji date / three vertical fibers,,,
146,random stripes / 矢鱈縞 / やたらじま / yatara jima,146.png (https://dl.airtable.com/yyOabIzWREGa28jpJq6A_146.png),024 - perfectly straight shima - gradient widths,61,stripe,"straight line,lines of different widths",,,,"Has the kanji for arrow in it, but it is part of a compound word which means random.",complex compound,01 - pattern,02 - 1gon,09 - shima,390,,,,
287,one-way waterfall stripes / 片滝縞 / かたたきじま / kata taki jima,287.png (https://dl.airtable.com/q1shE92XTZKk1I8s7c5e_287.png),024 - perfectly straight shima - gradient widths,62,stripe,"aspect - dense - sparse,straight line,lines of different widths",water,,,"bonito stripes / 鰹縞 / かつおじま / katsuojima is a variant involving a gradient, but that was not in the scope of this project.",complex compound,01 - pattern,02 - 1gon,09 - shima,391,,,,
286,waterfall stripes / 滝縞 / たきじま / taki jima,286.png (https://dl.airtable.com/zaDoIB0eSsG7rmNFOtAy_286.png),024 - perfectly straight shima - gradient widths,63,stripe,"aspect - dense - sparse,straight line",water,,,,complex compound,01 - pattern,02 - 1gon,09 - shima,389,,,,
120,rising water / 立涌 / たてわく / tatewaku,120.png (https://dl.airtable.com/Y2LxB0VYQs3AHMfQOUiS_120.png),025 - tatewaku,64,stripe,"non-straight line,aspect - wide - thin,curved line,wavy line",water,,,,basic building block,01 - pattern,02 - 1gon,10 - tatewaku,257,rising water / 立湧 / たてわく / tatewaku,,,
62,mat / 茣蓙目 / ござめ / gozame / mat eye,"62.png (https://dl.airtable.com/vk5hna22Rm2M7Pp0ZONZ_62.png),62b.png (https://dl.airtable.com/j5OPjd70Q6Sgjp3yPLXb_62b.png)",026 - tatewaku kawari,65,stripe,"aspect - wide - thin,wavy line",,,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,263,,,,
82,rising water Kanze water / 立涌観世水 / たてわくかんぜみず / tatewaku kanzemizu,120.png (https://dl.airtable.com/QGNgkpGSSs6zvfz44tdO_120.png),026 - tatewaku kawari,66,stripe,"non-straight line,aspect - wide - thin,curved line,aspect - concentricity,wavy line",water,,,,complex compound,01 - pattern,02 - 1gon,10 - tatewaku,259,rising water Kanze water / 立涌観世水 / たてわきかんせいみづ / tatewaki kansei mizu,,,
135,transfigured cypress fence / 変わり檜垣 / かわりひがき / kawari higaki,"135.png (https://dl.airtable.com/zLAFkQ3lRjmDoMa67c3V_135.png),135b.png (https://dl.airtable.com/ibGi4YWOQsjxYZCNqwvA_135b.png)",027 - ribbon,67,stripe,"aspect - wide - thin,non-straight line,aspect - over - under,curved line,wavy line,aspect - dense - sparse",cypress fence,transfigured,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,261,little wave / 小波 / さざなみ / saza nami,,,
79,undulating stripes / 畝ねり縞 / うねりじま / uneri jima,"79.png (https://dl.airtable.com/iy7jWJowQPCRrDkwP73V_79.png),79b.png (https://dl.airtable.com/RBGAwkovRvGUoBb74odC_79b.png)",027 - ribbon,68,stripe,"non-straight line,curved line,wavy line,aspect - dense - sparse,aspect - wide - thin",,,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,385,stumbling stripes / 蹌踉縞 / よろけじま / yoroke jima,flowing water / 流水 / りゅうすい / ryū sui,,
136,rope impression stripes / 縄目縞 / なわめしま / nawame shima / rope eye stripes,"136.png (https://dl.airtable.com/kNtg7TDYQ0C6Fu3wQFcX_136.png),136b.png (https://dl.airtable.com/E3Pl3r8RTs2sND68fFEx_136b.png),136c.png (https://dl.airtable.com/Ksz4FNNoRSWctZdjeWDg_136c.png)",027 - ribbon,69,stripe,"aspect - wide - thin,non-straight line,wavy line,aspect - dense - sparse",rope,,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,262,,,,
283,hanging pot / 壺垂れ / つぼだれ / tsubo dare,283.png (https://dl.airtable.com/BGuSgNVAT4m5mvn9dzR7_283.png),027 - ribbon,70,stripe,"wavy line,aspect - wide - thin,curved line","pot,hanging",,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,386,,,,
