id,images,order,geometry,represents,category,subcategory,notes,Primary Name - Japanese,Primary Name - English Translation,Primary Name - Hiragana Reading,Primary Name - Romaji,Primary Name - English Substitutions for Kanji,Secondary Name - Japanese,Secondary Name - English Translation,Secondary Name - Hiragana Reading,Secondary Name - Romaji,Secondary Name - English Substitutions for Kanji,Tertiary Name - Japanese,Tertiary Name - English Translation,Tertiary Name - Hiragana Reading,Tertiary Name - Romaji,Tertiary Name - English Substitutions for Kanji,Quaternary Name - Japanese,Quaternary Name - English Translation,Quaternary Name - Hiragana Reading,Quaternary Name - Romaji,Quaternary Name - English Substitutions for Kanji,Quinternary Name - Japanese,Quinternary Name - English Translation,Quinternary Name - Hiragana Reading,Quinternary Name - Romaji,Quinternary Name - English Substitutions for Kanji
137,"137.png (https://dl.airtable.com/PlHkUN7cSamo2hoyJNwA_137.png),137b.png (https://dl.airtable.com/X8QTuxkTMmutBV9I28VU_137b.png)",1,"basic element - 3 - triangle,repetition - 6-agonal grid",plant - hemp,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,麻の葉,hemp leaf,あさのは,asa no ha,hemp leaf,,,,,,,,,,,,,,,,,,,,
336,336.png (https://dl.airtable.com/ul7EVPdOTNeeUtePNikj_336.png),2,"element - star - asterisk,repetition - 6-agonal grid",plant - hemp,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,崩れ麻の葉,broken hemp leaf,くずれあさのは,kuzure asa no ha,break hemp leaf,,,,,,,,,,,,,,,,,,,,
59,"59b.png (https://dl.airtable.com/HOnPtXSAR1Wm8uBrZKeA_59b.png),59.png (https://dl.airtable.com/ZHeOxyMQFOXDzUgCvd5A_59.png)",3,"element - swastika / pinwheel / spiral,repetition - 3-agonal grid",plant - hemp,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,捻れ麻の葉,twisted hemp leaf,ねじれあさのは,nejire asa no ha,twist hemp leaf,,,,,,,,,,,,,,,,,,,,
142,142.png (https://dl.airtable.com/8MPNf0FQTiFaqMRKj27s_142.png),4,"element - O-shaped - lens,repetition - 6-agonal grid","plant - hemp,ring",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,輪違い麻の葉,hemp leaf of interlocked rings,わちがいあさのは,wa chigai asa no ha,ring staggered hemp leaf,麻の葉兎,hemp leaf loops,あさのはうさぎ,asa no ha usagi,hemp leaf rabbit,,,,,,,,,,,,,,,
51,51.png (https://dl.airtable.com/PP15lQyTVC4RdmW76xIB_51.png),5,"basic element - line - non-straight - zig-zag,repetition - 6-agonal grid","plant - hemp,plant - pine",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,松川麻の葉,pine bark hemp leaf,まつかわあさのは,matsukawa asa no ha,pine skin hemp leaf,,,,,,,,,,,,,,,,,,,,
138,138.png (https://dl.airtable.com/xjT9nMG7Rumr2Y794CSh_138.png),6,repetition - 6-agonal grid,"body part - flower,animal - tortoise,body part - epidermis - other,plant - cherry blossom",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,桜亀甲,cherry blossom tortoise shell,さくらきっこう,sakura kikkō,cherry-blossom tortoise shell,桜,cherry blossom,さくら,sakura,cherry-blossom,,,,,,,,,,,,,,,
520,520.png (https://dl.airtable.com/UibeXY9QQWy4q1SlUlBE_520.png),7,"basic element - 4 - rhombus,element - star - other,basic element - 6 - hexagon",plant - cherry blossom,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,桜割,split cherry blossom,さくらわり,sakura wari,cherry-blossom split,,,,,,,,,,,,,,,,,,,,
154,154.png (https://dl.airtable.com/La9dtrwQRaRtOWOHXMUS_154.png),8,repetition - 6-agonal grid,"plant - hemp,body part - flower,plant - bellflower",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,桔梗麻の葉,bellflower hemp leaf,ききょうあさのは,kikyō asa no ha,orange stem hemp leaf,,,,,,,,,,,,,,,,,,,,
525,525.png (https://dl.airtable.com/cBynLZkRUCh00BF9RDr6_525.png),9,repetition - 6-agonal grid,"plant - hemp,wickerwork",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,網代麻の葉,wickerwork hemp leaf,あじろあさのは,ajiro asa no ha,net alternatingly hemp leaf,,,,,,,,,,,,,,,,,,,,
152,152.png (https://dl.airtable.com/t7kBgElSS4SKTpVs2a4Z_152.png),10,"basic element - 3 - triangle,repetition - 6-agonal grid","plant - hemp,animal - tortoise,body part - flower,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,飛び麻の葉,flying hemp leaf,とびあさのは,tobi asa no ha,fly hemp leaf,八重裏花亀甲,layered underside of a floral tortoise shell,やえうらはなきっこう,yae ura hana kikkō,eight layer underside flower tortoise shell,,,,,,,,,,,,,,,
271,271.png (https://dl.airtable.com/zV8NqkZTQtevauFGlUJT_271.png),11,"basic element - line - non-straight - zig-zag,aspect - non-45 degree angles,element - star - other,basic element - 6 - hexagon,polyelement - layered zig-zag,repetition - 6-agonal grid","body part - flower,plant - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,hemp / 麻 / あさ / asa,,朝顔,asagao,あさがお,asagao,morning face,,,,,,,,,,,,,,,,,,,,
170,170.png (https://dl.airtable.com/CXTyj44lSPWQHYSc8eBm_170.png),12,"basic element - line - non-straight - zig-zag,element - zig-zag line with spokes,repetition - 6-agonal grid,basic element - 6 - hexagon","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,亀甲,tortoise shell,きっこう,kikkō,tortoise shell,,,,,,,,,,,,,,,,,,,,
234,234.png (https://dl.airtable.com/WOov8scbRc6GCrOClHmb_234.png),13,"repetition - 6-agonal grid,basic element - 6 - hexagon","animal - tortoise,body part - epidermis - other,container - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,俵亀甲,bale tortoise shell,たわらきっこう,tawara kikkō,bale tortoise shell,,,,,,,,,,,,,,,,,,,,
233,233.png (https://dl.airtable.com/Mh58WdpQB289fat9sQXt_233.png),14,"basic element - 4 - trapezoid,repetition - 6-agonal grid,basic element - 6 - hexagon","animal - tortoise,body part - epidermis - other,water - solid",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,霰亀甲,hail tortoise shell,あられきっこう,arare kikkō,hail tortoise shell,三重亀甲,triple tortoise shell,みえきっこう,mie kikkō,three layer tortoise shell,,,,,,,,,,,,,,,
564,564.png (https://dl.airtable.com/he73cReQ1WR0lduOR9bT_564.png),15,"basic element - 3 - triangle,basic element - 6 - hexagon,basic element - 4 - square,element - star - asterisk",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
560,560.png (https://dl.airtable.com/IbcAgQFTPmemYCI96Dsh_560.png),16,"repetition - 6-agonal grid,element - star - warped,element - hourglass - fundo",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
527,527.png (https://dl.airtable.com/oQUvC2DSTciWM0UWpG7g_527.png),17,"repetition - 6-agonal grid,basic element - 5 - pentagon,polyelement - hexagon broken into three equal parts","plant - hemp,water - solid",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,氷裂麻の葉,ice crack hemp leaf,ひょうれつあさのは,hyō retsu asa no ha,ice crack hemp leaf,,,,,,,,,,,,,,,,,,,,
535,535.png (https://dl.airtable.com/eynvxfx8QeM9VNEfDhF0_535.png),18,"repetition - 6-agonal grid,""aspect - alternating - over, under"",basic element - 4 - rhombus,aspect - 6-agonal grid but with emphasis in one direction","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,八重亀甲,layered tortoise shell,やえきっこう,yae kikkō,eight layer tortoise shell,,,,,,,,,,,,,,,,,,,,
537,537.png (https://dl.airtable.com/GR5qOueITO22ioeGfSDW_537.png),19,"repetition - 6-agonal grid,aspect - 6-agonal grid but with emphasis in one direction,basic element - 4 - rhombus,basic element - 6 - hexagon","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,段亀甲,tortoise shell steps,だんきっこう,dan kikkō,step tortoise shell,,,,,,,,,,,,,,,,,,,,
553,553.png (https://dl.airtable.com/Et4YVtCTRNaqCVnrPrS3_553.png),20,"aspect - 6-agonal grid but with emphasis in one direction,repetition - 6-agonal grid,""aspect - alternating - over, under""",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,有栖川錦,Arisugawa brocade,ありすがわにしき,arisugawa nishiki,existence nest river brocade,,,,,,,,,,,,,,,,,,,,
561,561.png (https://dl.airtable.com/FSpyh053TJeZEjSh2THu_561.png),21,"aspect - 6-agonal grid but with emphasis in one direction,repetition - 6-agonal grid",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
19,19.png (https://dl.airtable.com/H44cVdkQ6rs4Dqzm1C2A_19.png),22,"basic element - 3 - triangle,aspect - waves & circumscriptions,element - O-shaped - Reuleaux triangle,repetition - 6-agonal grid","body part - flower,plant - gentian,plant - grass,plant - bamboo",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,笹竜胆刺し子,bamboo grass gentian stitch,ささりんどうさしこ,sasa rindō sashiko,bamboo-grass dragon gall-bladder pierce child,,,,,,,,,,,,,,,,,,,,
213,213.png (https://dl.airtable.com/8mCnDTkDSZmsNibky9Qz_213.png),23,"element - star - other,basic element - 4 - rhombus,repetition - 6-agonal grid",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,星と三つ菱,star & three diamonds,ほしとみつびし,hoshi to mitsu bishi,star & three rhombus,,,,,,,,,,,,,,,,,,,,
157,157.png (https://dl.airtable.com/bMhUXwhNSLC2CHcnmKwI_157.png),24,"basic element - 1 - ring / circle / dot,polyelement - linked rings,element - O-shaped - lens,repetition - 6-agonal grid",ring,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,tortoise shell / 亀甲 / きっこう / kikkō,,六方輪違い,hexagonal interlocked rings,ろっぽうわちがい,roppō wa chigai,six side ring staggered,,,,,,,,,,,,,,,,,,,,
100,"100.png (https://dl.airtable.com/Ocg215cES6CQFtrF804g_100.png),100b.png (https://dl.airtable.com/3GYXORJnSlOC8pUdotHZ_100b.png),100c.png (https://dl.airtable.com/G64uCuNBRAKh55ms5boQ_100c.png),100e.png (https://dl.airtable.com/7xLSvunkRgOgFWU6GIW5_100e.png),100d.png (https://dl.airtable.com/xeBQ7V97TaS7GkrgRE60_100d.png)",25,"element - star - asterisk,element - swastika / pinwheel / spiral,element - bishamon,repetition - 6-agonal grid","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,毘沙門,Vaiśravaṇa,びしゃもん,bishamon,help sand gate,毘沙門亀甲,Vaiśravaṇa tortoise shell,びしゃもんきっこう,bishamon kikkō,help sand gate tortoise shell,,,,,,,,,,,,,,,
173,"173b.png (https://dl.airtable.com/UGwlNSjnTcSqt6OUkpk1_173b.png),173.png (https://dl.airtable.com/IQNdV0iRTYKqPiOGmv7A_173.png)",26,"element - star - asterisk,basic element - 3 - triangle,""aspect - alternating - over, under"",element - U-shaped - chevron,element - swastika / pinwheel / spiral,element - bishamon,repetition - 6-agonal grid","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,組亀甲,braided tortoise shell,くみきっこう,kumi kikkō,braid tortoise shell,,,,,,,,,,,,,,,,,,,,
49,"49.png (https://dl.airtable.com/ZHUsQdqbTmCocLZdDgJj_49.png),49b.png (https://dl.airtable.com/GvclGtikTVKcKk6V605j_49b.png)",27,"element - star - asterisk,basic element - 3 - triangle,basic element - 4 - trapezoid,""aspect - alternating - over, under"",element - swastika / pinwheel / spiral,element - bishamon,repetition - 6-agonal grid","animal - tortoise,weapon - sword,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,毘沙門剣,Vaiśravaṇa sword,びしゃもんけん,bishamon ken,help sand gate sword,毘沙門剣亀甲,Vaiśravaṇa sword tortoise shell,びしゃもんけんきっこう,bishamon ken kikkō,help sand gate sword tortoise shell,,,,,,,,,,,,,,,
172,172.png (https://dl.airtable.com/7DI9hqsrTremS99AqLXQ_172.png),28,"element - O-shaped - Reuleaux triangle,basic element - 1 - ring / circle / dot,""aspect - alternating - over, under"",element - swastika / pinwheel / spiral,element - star - asterisk,element - bishamon,repetition - 6-agonal grid",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,丸毘沙門,rounded Vaiśravaṇa,まるびしゃもん,maru bishamon,circle help sand gate,,,,,,,,,,,,,,,,,,,,
565,565.png (https://dl.airtable.com/WrvFlgmgRiK4irfWpSRI_565.png),29,"aspect - waves & circumscriptions,basic element - line - non-straight - wavy,element - swastika / pinwheel / spiral,element - bishamon,repetition - 6-agonal grid,element - hourglass - other,element - O-shaped - Reuleaux triangle",plant - bamboo,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,籠目割り,split woven bamboo,かごめわり,kagome wari,basket eye split,,,,,,,,,,,,,,,,,,,,
140,140.png (https://dl.airtable.com/PFC2SsvQzOkp4Mt70dhY_140.png),30,"element - O-shaped - Reuleaux triangle,repetition - 6-agonal grid","animal - tortoise,animal - dragon,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,竜爪亀甲,dragon claw tortoise shell,りゅうそうきっこう,ryūsō kikkō,dragon fingernail tortoise shell,,,,,,,,,,,,,,,,,,,,
351,351.png (https://dl.airtable.com/dWVpVlIQHyks7a3XqpRg_351.png),31,"basic element - 1 - ring / circle / dot,polyelement - ring of - rings,aspect - overlapping circles - other,""aspect - alternating - over, under"",element - bishamon,repetition - 6-agonal grid",ring,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,四つ輪崩し,four broken rings,よつわくずし,yotsu wa kuzushi,four ring break,,,,,,,,,,,,,,,,,,,,
272,272.png (https://dl.airtable.com/bFiEGcEFT4OqWwYCbu2O_272.png),32,"element - U-shaped - chevron,basic element - 3 - triangle,repetition - 6-agonal grid",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,Vaiśravaṇa / 毘沙門 / びしゃもん / bishamon,,六角積木,hexagonal blocks,ろっかくつみき,rokkaku tsumiki,six angle volume tree,,,,,,,,,,,,,,,,,,,,
97,97.png (https://dl.airtable.com/2zTKZtDmTPm0fWvY8JIg_97.png),33,"basic element - 3 - triangle,repetition - 6-agonal grid","plant - bamboo,net / mesh",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,籠目,woven bamboo,かごめ,kagome,basket eye,六つ目編み,hexagonal mesh,むつめあみ,mutsu me ami,six eye compilation,,,,,,,,,,,,,,,
18,18.png (https://dl.airtable.com/y2yyFJv2QBicYo2PhL16_18.png),34,"element - O-shaped - Reuleaux triangle,repetition - 6-agonal grid","body part - flower,plant - gentian",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,竜胆,gentian,りんどう,rindō,dragon gall-bladder,重ね竜胆,layered gentian,かさねりんどう,kasane rindō,layer dragon gall-bladder,,,,,,,,,,,,,,,
125,125.png (https://dl.airtable.com/8JDlUKgiQ3eMzMQVVR2f_125.png),35,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",basic element - line - non-straight - wavy,repetition - 6-agonal grid",tool - other,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,I would have called this '網目重ね' myself.,斧柄重ね,layered axe handle,おのえがさね,onoe gasane,axe handle layer,,,,,,,,,,,,,,,,,,,,
563,563.png (https://dl.airtable.com/16CcrGUHRaCktlWXXFp1_563.png),36,"aspect - triangles sliding around hexagon,basic element - 3 - triangle,basic element - 6 - hexagon",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
532,532.png (https://dl.airtable.com/PMTVE0ZGTHKjtWqwpSgR_532.png),37,"repetition - 6-agonal grid,basic element - 3 - triangle,basic element - 6 - hexagon,aspect - triangles sliding around hexagon",plant - bamboo,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,破れ籠目,torn woven bamboo,やぶれかごめ,yabure kagome,tear basket eye,,,,,,,,,,,,,,,,,,,,
215,215.png (https://dl.airtable.com/DnhuRPNjQGXuoPctMZH5_215.png),38,"basic element - 3 - triangle,repetition - 6-agonal grid,aspect - triangles sliding around hexagon","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,結び亀甲,knotted tortoise shell,むすびきっこう,musubi kikkō,knot tortoise shell,,,,,,,,,,,,,,,,,,,,
216,216.png (https://dl.airtable.com/YEtRPSoPQynSNCTcJ4v1_216.png),39,"basic element - 3 - triangle,basic element - 4 - trapezoid,repetition - 6-agonal grid,aspect - triangles sliding around hexagon","animal - tortoise,body part - epidermis - other",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,結び重ね亀甲,layered knotted tortoise shell,むすびがさねきっこう,musubi gasane kikkō,knot layer tortoise shell,,,,,,,,,,,,,,,,,,,,
528,528.png (https://dl.airtable.com/aKZiIoGjRb62SJYauXSB_528.png),40,"repetition - 6-agonal grid,basic element - 3 - triangle,basic element - 6 - hexagon,basic element - 4 - other quadrilateral,aspect - triangles sliding around hexagon","wickerwork,plant - hemp",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,woven bamboo / 籠目 / かごめ / kagome,,菜籠麻の葉,tea ceremony basket hemp leaf,さいろうあさのは,sairō asa no ha,vegetable basket hemp leaf,,,,,,,,,,,,,,,,,,,,
167,167.png (https://dl.airtable.com/7MmFj5r4RWW7KqYZN6vw_167.png),41,"basic element - 3 - triangle,repetition - 3-agonal grid",body part - epidermis - scale,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,scales / 鱗 / うろこ / uroko,,鱗,scales,うろこ,uroko,scale,鋸歯,sawtooth,きょし,kyoshi,saw tooth,,,,,,,,,,,,,,,
168,168.png (https://dl.airtable.com/hsOq36oDR4Cn2bbeBUZN_168.png),42,"basic element - 3 - triangle,repetition - 3-agonal grid",body part - epidermis - scale,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,scales / 鱗 / うろこ / uroko,,鱗権太夫,scales of authoritative courtesan,うろこごんだゆう,uroko gondayū,scale authority fat husband,子持ち鱗,pregant scales,こもちうろこ,komochi uroko,child have scale,,,,,,,,,,,,,,,
548,548.png (https://dl.airtable.com/RZ1WFkAzT7OijRo9hQya_548.png),43,"basic element - 3 - triangle,element - star - other,repetition - 3-agonal grid",,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,scales / 鱗 / うろこ / uroko,,胡麻,sesame,ごま,goma,foreign hemp,,,,,,,,,,,,,,,,,,,,
432,432.png (https://dl.airtable.com/ff6aor79RbWpWKSISbgJ_432.png),44,"aspect - waves & circumscriptions,basic element - line - non-straight - wavy,element - swastika / pinwheel / spiral,repetition - 3-agonal grid",animal - bird,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,six-handed swastika / 六つ手の万字 / むつでのまんじ / mutsu de no manji,,千鳥繋ぎ,linked plovers,ちどりつなぎ,chidori tsunagi,thousand bird link,,,,,,,,,,,,,,,,,,,,
534,534.png (https://dl.airtable.com/LBA1aiRkRny3YKX9hIss_534.png),45,"element - star - asterisk,basic element - 3 - triangle,element - swastika / pinwheel / spiral",body part - hand,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,six-handed swastika / 六つ手の万字 / むつでのまんじ / mutsu de no manji,,六つ手毘沙門亀甲,six-handed Vaiśravaṇa tortoise shell,むつでびしゃもんきっこう,mutsu de bishamon kikkō,six hand help sand gate tortoise shell,網代麻の葉,wickerwork hemp leaf,あじろあさのは,ajiro asa no ha,net alternatingly hemp leaf,,,,,,,,,,,,,,,
174,"174.png (https://dl.airtable.com/bUscL6IaQSySmStHYRnm_174.png),174b.png (https://dl.airtable.com/6fSJjQRDWw3WAoPgAPZw_174b.png)",46,"element - swastika / pinwheel / spiral,basic element - line - non-straight - zig-zag,polyelement - layered zig-zag,repetition - 3-agonal grid","plant - hemp,body part - hand",pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,six-handed swastika / 六つ手の万字 / むつでのまんじ / mutsu de no manji,,六つ手の万字,six-handed swastika,むつでのまんじ,mutsu de no manji,six hand ten-thousand character,麻の葉崩し,broken hemp leaf,あさのはくずし,asa no ha kuzushi,hemp leaf break,捻れ麻の葉,twisted hemp leaf,ねじれあさのは,nejire asa no ha,twist hemp leaf,,,,,,,,,,
40,40.png (https://dl.airtable.com/k2E447H2T6uvflPLXVim_40.png),47,"basic element - 3 - triangle,basic element - 4 - rhombus,element - U-shaped - chevron,polyelement - hexagon broken into three equal parts,repetition - 6-agonal grid",body part - epidermis - scale,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,boxes / 箱 / はこ / hako,,変形鱗,variation on scales,へんけいうろこ,henkei uroko,transfigure  shape scale,,,,,,,,,,,,,,,,,,,,
217,217.png (https://dl.airtable.com/zcnkpHlmQRzAGo1pNBgz_217.png),48,"basic element - line - non-straight - zig-zag,basic element - 4 - square,polyelement - hexagon broken into three equal parts,element - zig-zag line with spokes,polyelement - layered zig-zag,repetition - 6-agonal grid,basic element - 4 - other quadrilateral",container - box,pattern with triangular or hexagonal symmetry / 三角か六角対称性文様 / さんかくかろっかくたいしょうせいもんよう / sankaku ka rokkaku taishōsei monyō,boxes / 箱 / はこ / hako,,箱,boxes,はこ,hako,box,,,,,,,,,,,,,,,,,,,,
