id,images,order,geometry,represents,category,subcategory,notes,Primary Name - Japanese,Primary Name - English Translation,Primary Name - Hiragana Reading,Primary Name - Romaji,Primary Name - English Substitutions for Kanji,Secondary Name - Japanese,Secondary Name - English Translation,Secondary Name - Hiragana Reading,Secondary Name - Romaji,Secondary Name - English Substitutions for Kanji,Tertiary Name - Japanese,Tertiary Name - English Translation,Tertiary Name - Hiragana Reading,Tertiary Name - Romaji,Tertiary Name - English Substitutions for Kanji,Quaternary Name - Japanese,Quaternary Name - English Translation,Quaternary Name - Hiragana Reading,Quaternary Name - Romaji,Quaternary Name - English Substitutions for Kanji,Quinternary Name - Japanese,Quinternary Name - English Translation,Quinternary Name - Hiragana Reading,Quinternary Name - Romaji,Quinternary Name - English Substitutions for Kanji
318,318.png (https://dl.airtable.com/D1PXXPTQeqbMATDwlKjQ_318.png),353,"element - swastika / pinwheel / spiral,basic element - 4 - square,aspect - of four - cluster,repetition - 4-radial symmetry",lightning,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,稲妻崩し,broken lightning bolt,いなずまくずし,inazuma kuzushi,rice-plant wife break,,,,,,,,,,,,,,,,,,,,
226,226.png (https://dl.airtable.com/b03m1L0SQrO2AbEVXiD8_226.png),354,"element - swastika / pinwheel / spiral,basic element - 4 - rhombus,aspect - of four - cluster,repetition - 4-radial symmetry",character,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,イ菱,"Japanese character for ""i"" diamond",いびし,i bishi,"""i"" rhombus",イの字菱,"Japanese character for ""i"" diamond",いのじびし,i no ji bishi,"""i"" character rhombus",,,,,,,,,,,,,,,
398,398.png (https://dl.airtable.com/DDtAUxQH2LLcTjrHYUXA_398.png),355,"basic element - 4 - square,element - star - cross,element - swastika / pinwheel / spiral,""aspect - alternating - over, under"",polyelement - ring of - squares,repetition - 4-radial symmetry","wheel,stone",cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,四つ石車,four stone wheel,よついしぐるま,yotsu ishi guruma,four stone car,重ね石,layered stones,かさねいし,kasane ishi,layer stone,,,,,,,,,,,,,,,
414,414.png (https://dl.airtable.com/tE51IMZsREepqcPbvzFH_414.png),356,"basic element - 6 - hexagon,element - hourglass - other,aspect - implied shape,element - swastika / pinwheel / spiral,repetition - 4-radial symmetry",musical instrument - drum,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,四つ寄せ立鼓,four gathered standing drums,よつよせりゅうご,yotsu yose ryūgo,four gathered stand drum,,,,,,,,,,,,,,,,,,,,
368,368.png (https://dl.airtable.com/ffhR5qLR4unBY17GcXgt_368.png),357,"element - swastika / pinwheel / spiral,basic element - 1 - ring / circle / dot,repetition - 4-radial symmetry",,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,万字丸,swastika circle,まんじまる,manji maru,ten-thousand character circle,,,,,,,,,,,,,,,,,,,,
370,"370.png (https://dl.airtable.com/iJK2uOzQbKYf6BtqV1yX_370.png),370b.png (https://dl.airtable.com/ayFLtUchRq6dA7115TiZ_370b.png)",358,"element - swastika / pinwheel / spiral,basic element - 1 - ring / circle / dot,repetition - 4-radial symmetry",,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,捻万字,twisted swastika,ぬじまんじ,nuji manji,twist ten-thousand character,,,,,,,,,,,,,,,,,,,,
369,369.png (https://dl.airtable.com/4apshYMRjmCktLeoEUkY_369.png),359,"element - swastika / pinwheel / spiral,basic element - 1 - ring / circle / dot,basic element - 4 - rhombus,aspect - of four - cluster,aspect - empty / outline,element - U-shaped - arc / annular sector,polyelement - ring of - rings,repetition - 4-radial symmetry",,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,捻じ万字菱,twisted swastika diamond,ねじまんじびし,neji manji bishi,twist ten-thousand character rhombus,,,,,,,,,,,,,,,,,,,,
371,371.png (https://dl.airtable.com/ePJxH4puTZy2hyV0HCvg_371.png),360,"element - swastika / pinwheel / spiral,aspect - of four - cluster,repetition - 4-radial symmetry",body part - epidermis - other,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,swastika / 万字 / まんじ / manji,,角万字,horn swastika,つのまんじ,tsuno manji,angle ten-thousand character,,,,,,,,,,,,,,,,,,,,
323,323.png (https://dl.airtable.com/gZJ2hW5XQ7aGsgXhYFlt_323.png),361,"basic element - 2 - bar / dash,""aspect - alternating - over, under"",element - tall flat x,aspect - empty / outline,repetition - 2-radial symmetry",tool - rod / skewer,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,braid / 組 / くみ / kumi,,組み直違,braided x-mark,くみすじかい,kumi sujikai,braid straight staggered,組み筋違,braided x-mark,くみすじかい,kumi sujikai,braid fiber staggered,,,,,,,,,,,,,,,
324,324.png (https://dl.airtable.com/sbsV4l7TSj2KXrFteyvH_324.png),362,"element - U-shaped - chevron,""aspect - alternating - over, under"",element - U-shaped - hexagonal segment,aspect - of three - braid,element - bishamon,aspect - empty / outline,repetition - 3-radial symmetry",mountain,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,braid / 組 / くみ / kumi,,三つ組み合い山,three braided together mountains,みつくみあいやま,mitsu kumi ai yama,three braid together mountain,,,,,,,,,,,,,,,,,,,,
326,326.png (https://dl.airtable.com/XpFwXZYVQgmuVXvnLKbf_326.png),363,"""aspect - alternating - over, under"",aspect - of three - braid,element - bishamon,repetition - 3-radial symmetry",animal - tortoise,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,braid / 組 / くみ / kumi,,変わり亀甲崩し,transfigured broken tortoise shell,かわりきっこくずし,kawari kikkō kuzushi,transfigure tortoise shell break,,,,,,,,,,,,,,,,,,,,
48,48.png (https://dl.airtable.com/JpeB7VeTAS6Fo2JZeJaw_48.png),364,"basic element - 6 - hexagon,repetition - 6-radial symmetry",tool - kettle,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,twist / 捻 / ねじ / neji,,畳釜敷,tatami kettle trivet,たたみかましき,tatami kamashiki,"""tatami"" kettle trivet",,,,,,,,,,,,,,,,,,,,
397,397.png (https://dl.airtable.com/jPuUIpITQiKr3xAW1eVA_397.png),365,"basic element - 4 - square,polyelement - ring of - squares,""aspect - alternating - over, under"",basic element - 4 - rhombus,repetition - 2-radial symmetry",stone,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,twist / 捻 / ねじ / neji,,四つ食い入り石,four stones eating into each other,よつくいいりいし,yotsu kui iri ishi,four eat enter stone,四つ喰入石,four stones eating into each other,よつくいいりいし,yotsu kui iri ishi,four eat enter stone,四つ重ね石,four layered stones,よつかさねいし,yotsu kasane ishi,four layer stone,,,,,,,,,,
60,60.png (https://dl.airtable.com/NXdLFsHoSdc0NWWQfgQM_60.png),366,"basic element - 1 - ring / circle / dot,element - U-shaped - crescent / horn,aspect - empty / outline,element - swastika / pinwheel / spiral,repetition - total radial symmetry","body part - epidermis - other,animal - other",cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,lion / 獅子 / しし / shishi,,獅子,lion,しし,shishi,lion child,獅子毛,lion mane,ししげ,shishige,lion child hair,,,,,,,,,,,,,,,
365,365.png (https://dl.airtable.com/HvIAez5vTiiiiXBwOpUM_365.png),367,"basic element - 1 - ring / circle / dot,element - U-shaped - crescent / horn,aspect - empty / outline,element - swastika / pinwheel / spiral,repetition - total radial symmetry",plant - grass,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,lion / 獅子 / しし / shishi,,薄輪,"""susuki"" ring",すすきわ,susuki wa,susuki-grass ring,,,,,,,,,,,,,,,,,,,,
319,319.png (https://dl.airtable.com/LOiH5QJ5TDiyHdm0Eh5k_319.png),368,"basic element - 4 - square,element - swastika / pinwheel / spiral,repetition - 2-radial symmetry",lightning,cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,lightning bolt / 稲妻 / いなずま / inazuma,,絡み稲妻,twined lightning bolt,からみいなずま,karami inazuma,intertwine rice-plant wife,,,,,,,,,,,,,,,,,,,,
320,320.png (https://dl.airtable.com/wQL4OFJrQcSKc4Wlia1X_320.png),369,"element - hourglass - other,element - swastika / pinwheel / spiral,repetition - 2-radial symmetry","musical instrument - drum,lightning",cyclical shape / 周期的な形状 / しゅうきてきなけいじょう / shūkiteki na keijō,lightning bolt / 稲妻 / いなずま / inazuma,,稲妻立鼓,lightning bold standing drum,いなずまりゅうご,inazuma ryūgo,rice-plant wife stand drum,,,,,,,,,,,,,,,,,,,,
5,5.png (https://dl.airtable.com/QlA0MJgAR7euFfWbyurt_5.png),370,"basic element - 2 - bar / dash,repetition - 2-lateral symmetry","tool - rod / skewer,character",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,角文字,squared-off characters,かくもじ,kaku moji,angle letter character,算木,counting rods,さんぎ,sangi,count tree,揃い引,collection of pulls,そろいひき,soroi hiki,collection pull,,,,,,,,,,
85,85.png (https://dl.airtable.com/GU7Ul26KQnaB4BJOLIH6_85.png),371,"basic element - 2 - bar / dash,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,角切三,three cut cubes,かくきりさん,kaku kiri san,angle cut three,,,,,,,,,,,,,,,,,,,,
4,4.png (https://dl.airtable.com/z6r64S3dSAa8HYfCjmxZ_4.png),372,"basic element - 2 - bar / dash,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,文字,characters,もじ,moji,letter character,,,,,,,,,,,,,,,,,,,,
84,84.png (https://dl.airtable.com/AFiDBCkkRmORvsFAoFSF_84.png),373,"basic element - 2 - bar / dash,basic element - line - non-straight - zig-zag,element - U-shaped - chevron,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,縮文字,jagged characters,ちぢもじ,chiji moji,shrivelling letter character,揺文字,vibrating characters,ゆりもじ,yuri moji,vibrate letter character,,,,,,,,,,,,,,,
83,83.png (https://dl.airtable.com/HUTu3bWETViI3kCKRlkN_83.png),374,"basic element - 2 - bar / dash,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,波文字,wavy characters,なみもじ,nami moji,wave letter character,揺文字,vibrating characters,ゆりもじ,yuri moji,vibrate letter character,,,,,,,,,,,,,,,
418,418.png (https://dl.airtable.com/mS5GmkJQmi8H3bnWu99g_418.png),375,"basic element - line - non-straight - wavy,basic element - 2 - bar / dash,basic element - line - non-straight - zig-zag,repetition - 1-lateral symmetry","mountain,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,筋山道,zig-zag stripes,すじやまみち,suji yama michi,fiber mountain road,,,,,,,,,,,,,,,,,,,,
1,"1b.png (https://dl.airtable.com/Wx570O3kSae68FjunndH_1b.png),1.png (https://dl.airtable.com/afn4x1PRQgeOfz2i0gzB_1.png)",376,"basic element - 2 - bar / dash,basic element - 1 - ring / circle / dot,aspect - empty / outline,repetition - 2-lateral symmetry",tool - rod / skewer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,"The etymology of 「引」 is mysterious. Sometimes specified as 「引両」, or less commonly as 「引霊」, 「引領」, 「引料」, or 「引竜」.",引,pulls,ひき,hiki,pull,,,,,,,,,,,,,,,,,,,,
86,"86c.png (https://dl.airtable.com/dUCUiUxaRN6QBX1UOrxs_86c.png),86.png (https://dl.airtable.com/k2CBIzxjSLqxQcZscgYn_86.png),86b.png (https://dl.airtable.com/RyESPrKMRTGPsgYSFz6p_86b.png),86d.png (https://dl.airtable.com/ws1vuLE7RnuQT6BgXy2a_86d.png)",377,"basic element - 2 - bar / dash,basic element - 1 - ring / circle / dot,""aspect - alternating - over, under"",aspect - empty / outline,repetition - none / asymmetrical",tool - rod / skewer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,丸に出引,pulls exiting a circle,まるにでひき,maru ni de hiki,circle exit pull,引違い抜簾,interlocked pulls with a bamboo trough tool,ひきちがいぬきす,hiki chigai nukisu,pull staggered remove bamboo-screen,,,,,,,,,,,,,,,
396,396.png (https://dl.airtable.com/km8sMA3SjqMtpILDIm5w_396.png),378,"aspect - subtraction / inversion,basic element - 2 - bar / dash,aspect - inversion across center vertical,repetition - 1-lateral symmetry",tool - rod / skewer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,食い違い七つ引,seven conflicting pulls,くいちがいななつひき,kui chigai nanatsu hiki,eat staggered seven pull,,,,,,,,,,,,,,,,,,,,
292,292.png (https://dl.airtable.com/I6ok1qrBTw2zlWHKZiUg_292.png),379,"basic element - 2 - bar / dash,repetition - 1-lateral symmetry",tool - rod / skewer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,,八卦,Bagua,はっけ,hakke,eight divination-sign,,,,,,,,,,,,,,,,,,,,
288,288.png (https://dl.airtable.com/6b0CIkx7Qei1hF4TOmTv_288.png),380,"basic element - 2 - bar / dash,element - U-shaped - other,repetition - none / asymmetrical",tool - rod / skewer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,pulls / 引 / ひき / hiki,There are 52 variations on this shape.,香の図,incense figure,こうのず,kōnozu,scent drawing,源氏香の図,Genji incense figure,げんじこうのず,genji kōnozu,origin clan scent drawing,,,,,,,,,,,,,,,
332,332.png (https://dl.airtable.com/174HrsSQfSdqXBVLSwss_332.png),381,"element - O-shaped - stadium,repetition - 2-lateral symmetry",water - gas,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,mist / 霞 / かすみ / kasumi,,霞,mist,かすみ,kasumi,mist,,,,,,,,,,,,,,,,,,,,
333,333.png (https://dl.airtable.com/iQYdE5LVSuOjGqkPMs6A_333.png),382,"element - O-shaped - stadium,repetition - 1-lateral symmetry",water - gas,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,mist / 霞 / かすみ / kasumi,,春霞,spring mist,はるがすみ,haru gasumi,spring mist,,,,,,,,,,,,,,,,,,,,
189,"189.png (https://dl.airtable.com/7XYhA58WQUfkrC1Q9gde_189.png),189b.png (https://dl.airtable.com/nuhXngKzS0C3hYFqth9A_189b.png)",383,"element - hash / lattice - other,basic element - 2 - bar / dash,element - star - cross,basic element - 4 - rhombus,aspect - empty / outline,repetition - 2-lateral symmetry",well,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,井桁,well girder,いげた,igeta,well beam,井筒,well curb,いづつ,izutsu,well pipe,,,,,,,,,,,,,,,
190,"190b.png (https://dl.airtable.com/F0MCHNAjT8KqCmYuDFSe_190b.png),190c.png (https://dl.airtable.com/8gt1CpvYSCOaLAhUEm7l_190c.png),190.png (https://dl.airtable.com/KuOuu8yiQMWyglKtYECf_190.png)",384,"basic element - 2 - bar / dash,element - star - cross,aspect - empty / outline,repetition - varying radial symmetry",well,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,〜方井桁,a variable-number-sided well girder,〜ほういげた,hōi geta,side well beam,〜角井桁,a variable-number-sided well girder,〜かくいげた,kakui geta,angle well beam,〜角井,a variable-number-sided well curb,〜かくい,kakui,angle well,,,,,,,,,,
220,"220.png (https://dl.airtable.com/3AmiKshZR3uz82s0AwEf_220.png),220b.png (https://dl.airtable.com/lyPoZcRyTD2UHDP7PqOR_220b.png)",385,"element - hash / lattice - other,basic element - 1 - ring / circle / dot,element - U-shaped - arc / annular sector,aspect - of four - cluster,aspect - empty / outline,repetition - 4-radial symmetry",well,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,井桁崩し,broken well girder,いげたくずし,igeta kuzushi,well beam break,,,,,,,,,,,,,,,,,,,,
358,"358.png (https://dl.airtable.com/elA9TMtQTKrYZpq63ZRQ_358.png),358b.png (https://dl.airtable.com/CG6EGC6RcSHBQpvDq35A_358b.png)",386,"element - hash / lattice - other,element - star - cross,""aspect - alternating - over, under"",aspect - empty / outline,repetition - 4-lateral symmetry",well,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,折り込み井筒,folded well curb,おりこみいづつ,orikomi izutsu,fold crowd well pipe,,,,,,,,,,,,,,,,,,,,
352,"352.png (https://dl.airtable.com/avS9g4MZQ6mhgWKPEb2m_352.png),352c.png (https://dl.airtable.com/0XLYnozORWUNJewMkw7R_352c.png),352b.png (https://dl.airtable.com/SZGtdwVRTr2zCYrpNFz0_352b.png)",387,"""aspect - alternating - over, under"",element - O-shaped - teardrop,element - hash / lattice - curvy,basic element - 4 - rhombus,aspect - of four - cluster,aspect - empty / outline,repetition - 2-lateral symmetry",well,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,結び井桁,knotted well girder,むすびいげた,musubi igeta,knot well beam,唐井筒,arabesque well curb,からいづつ,kara izutsu,arabesque well pipe,,,,,,,,,,,,,,,
347,"347.png (https://dl.airtable.com/cZswgIqfQ5C4v3Cwnfbj_347.png),347b.png (https://dl.airtable.com/X3UW8pORa2VIe3lNc5vg_347b.png)",388,"""aspect - alternating - over, under"",element - O-shaped - lens,polyelement - cross of variable-width-shape,element - star - cross,element - hash / lattice - curvy,element - U-shaped - arc / annular sector,aspect - empty / outline,repetition - 4-radial symmetry","ring,well",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,輪違い井筒,interlocked ring well curb,わちがいいづつ,wa chigai izutsu,ring staggered well pipe,,,,,,,,,,,,,,,,,,,,
219,219.png (https://dl.airtable.com/voLHHDHLQSGb0blq0M2o_219.png),389,"aspect - subtraction / inversion,basic element - 1 - ring / circle / dot,element - hash / lattice - other,aspect - ring in center position,aspect - empty / outline,repetition - 4-radial symmetry","well,container - holder",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,well / 井 / い / i,,石持ち井桁崩し,broken well girder subtracted from circle,いしもちいげたくずし,ishi mochi igeta kuzushi,stone have well beam break,丸形井筒,round well curb,まるがたいづつ,marugata izutsu,circle shape well pipe,,,,,,,,,,,,,,,
427,427.png (https://dl.airtable.com/udDKPanyRGeQiklro2nZ_427.png),390,"element - hash / lattice - other,basic element - 4 - rectangle,basic element - 4 - square,repetition - 2-lateral symmetry",,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,lattice / 格子 / こうし / kōshi,,格子,lattice,こうし,kōshi,rank child,,,,,,,,,,,,,,,,,,,,
206,206.png (https://dl.airtable.com/95AzCXmYTBujpnaUVD7e_206.png),391,"basic element - 2 - bar / dash,element - hash / lattice - other,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,lattice / 格子 / こうし / kōshi,,九字,"""Ku-ji""",くじ,ku ji,nine character,くの字木菱,"Japanese character for ""ku"" stick diamond",くのじきびし,ku no ji ki bishi,"""ku"" character tree rhombus",,,,,,,,,,,,,,,
451,451.png (https://dl.airtable.com/TmjiFkgTHO2ngGDcweGo_451.png),392,"basic element - 2 - bar / dash,element - hash / lattice - other,""aspect - alternating - over, under"",repetition - none / asymmetrical","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,lattice / 格子 / こうし / kōshi,,九字筋違,"crossed ""Ku-ji""",くじすじかい,ku ji sujikai,nine character fiber staggered,九字直違,"crossed ""Ku-ji""",くじすじかい,ku ji sujikai,nine character straight staggered,,,,,,,,,,,,,,,
428,428.png (https://dl.airtable.com/m2jbKugSZeBaqz9Xxb2g_428.png),393,"basic element - 1 - ring / circle / dot,element - hash / lattice - other,basic element - 4 - rectangle,polyelement - rectangle embedded in circle,aspect - subtraction / inversion,repetition - 2-lateral symmetry","character,tool - rod / skewer",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,lattice / 格子 / こうし / kōshi,,石持ち地抜き九字,"""Ku-ji"" stencil",こくもちじぬきくじ,koku mochi ji nuki ku ji,stone have ground remove nine character,,,,,,,,,,,,,,,,,,,,
426,426.png (https://dl.airtable.com/yEW3u0LdRmuK3I9CdpOi_426.png),394,"element - hash / lattice - other,basic element - 4 - square,basic element - 3 - triangle,repetition - 4-lateral symmetry",,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,lattice / 格子 / こうし / kōshi,,十六武蔵,"sixteen ""musashi""",じゅうろくむさし,jūroku musashi,ten six warrior warehouse,,,,,,,,,,,,,,,,,,,,
242,242.png (https://dl.airtable.com/okeFsDTwTZCkcFobUnRV_242.png),395,"basic element - 4 - square,basic element - 3 - triangle,aspect - empty / outline,repetition - 2-lateral symmetry",container - measuring,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,boxes / 箱 / はこ / hako,,枡,measuring container,ます,masu,measuring-container,,,,,,,,,,,,,,,,,,,,
247,247.png (https://dl.airtable.com/Y2sXhugSO2U1raF1ZVtS_247.png),396,"basic element - 4 - square,aspect - concentricity,aspect - empty / outline,repetition - 4-radial symmetry",container - measuring,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,boxes / 箱 / はこ / hako,,三枡,three measuring containers,みます,mi masu,three measuring-container,,,,,,,,,,,,,,,,,,,,
452,452.png (https://dl.airtable.com/7UYbBSqdTWE9cv0l3RqB_452.png),397,"basic element - 4 - square,repetition - 1-lateral symmetry",container - measuring,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,boxes / 箱 / はこ / hako,,桝崩し,broken measuring container,ますくずし,masu kuzushi,measuring-container break,,,,,,,,,,,,,,,,,,,,
199,199.png (https://dl.airtable.com/2CQVeKmvTY6sCzXd2DYu_199.png),398,"basic element - 4 - rhombus,element - star - cross,aspect - of four - cluster,element - rhombus - split,polyelement - ring of - squares,repetition - 4-lateral symmetry",,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,割菱,split diamond,わりびし,wari bishi,split rhombus,武田菱,Takeda diamond,たけだびし,takeda bishi,warrior rice-paddy rhombus,,,,,,,,,,,,,,,
148,148.png (https://dl.airtable.com/86c0rdzASNi9DC1mOVkP_148.png),399,"basic element - 4 - rhombus,aspect - of four - cluster,aspect - indented,element - rhombus - split,repetition - 4-lateral symmetry","body part - flower,plant - other",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,There are a ton of family crests that are variants on this.,幸菱,fortune diamond,さいわいびし,saiwai bishi,fortune rhombus,,,,,,,,,,,,,,,,,,,,
330,330.png (https://dl.airtable.com/pImmmoTRdCkOdOvxMLjm_330.png),400,"basic element - 4 - rhombus,aspect - of three - cluster,basic element - 1 - ring / circle / dot,element - rays / spokes,repetition - none / asymmetrical",plant - pine,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,唐松菱,arabesque pine diamond,からまつびし,kara matsu bishi,arabesque pine rhombus,,,,,,,,,,,,,,,,,,,,
475,475.png (https://dl.airtable.com/pEQTZbwSm6UmfMblXfQH_475.png),401,"basic element - 4 - rhombus,element - star - cross,aspect - three bumps,element - petal - warped,element - petal - merged,aspect - indented,repetition - 4-lateral symmetry","plant - other,body part - flower",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,朧花菱,hazy flower diamond,おぼろはなびし,oboro hana bishi,haze flower rhombus,,,,,,,,,,,,,,,,,,,,
441,441.png (https://dl.airtable.com/zav94TlPRV2Ih2uF8VeR_441.png),402,"basic element - 4 - rhombus,element - U-shaped - chevron,element - rhombus - split,repetition - 1-lateral symmetry",,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,四つ重ね菱,four layered diamonds,よつかさねびし,yotsu kasane bishi,four layer rhombus,,,,,,,,,,,,,,,,,,,,
406,406.png (https://dl.airtable.com/O9SXVTdQve4loBRgx42A_406.png),403,"element - hourglass - fundo,basic element - 4 - rhombus,aspect - subtraction / inversion,element - warped - sword,repetition - 2-lateral symmetry",tool - counterweight,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,菱分銅,diamond counterweight,ひしふんどう,hishi fundō,rhombus part copper,,,,,,,,,,,,,,,,,,,,
264,264.png (https://dl.airtable.com/S9AeIpyfQEGNbvK3JRxZ_264.png),404,"basic element - 1 - ring / circle / dot,basic element - 4 - rhombus,aspect - subtraction / inversion,repetition - 2-lateral symmetry",tool - counterweight,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,分銅菱,counterweight diamond,ふんどうびし,fundō bishi,part copper rhombus,,,,,,,,,,,,,,,,,,,,
163,"163.png (https://dl.airtable.com/gm55C6TPSFiBYNVt0UB0_163.png),163b.png (https://dl.airtable.com/rvI66kpTg21yEjIpsRxc_163b.png)",405,"""aspect - alternating - over, under"",basic element - 4 - square,element - U-shaped - chevron,repetition - 2-radial symmetry",tool - pincer,non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,違い釘抜き,interlocked pincers,ちがいくぎぬき,chigai kuginuki,staggered nail remove,,,,,,,,,,,,,,,,,,,,
102,102.png (https://dl.airtable.com/Y1A1Dh4gTq6OWU91vhVp_102.png),406,"basic element - 4 - square,aspect - empty / outline,element - rhombus - jagged,""aspect - alternating - over, under"",aspect - single line woven into itself,repetition - none / asymmetrical","tool - pincer,body part - eye",non-cyclical shape / 非周期的な形状 / ひしゅうきてきなけいじょう / hi shūkiteki na keijō,diamond / 菱 / ひし / hishi,,四つ目結二つ,"two four-""meyui""s",よつめゆいふたつ,yotsu meyui futatsu,four eye knot two,,,,,,,,,,,,,,,,,,,,
